City,Total_cases,Total_deaths,New_deaths,Active_cases,Total_tests,Date
Idaho ,2324,70.0, ,875,33128.0,05-14-2020
North Dakota ,1712,40.0, ,665,50311.0,05-14-2020
Maine ,1565,69.0,3 ,538,33035.0,05-14-2020
West Virginia ,1427,60.0,1 ,554,68713.0,05-14-2020
Vermont ,932,53.0, ,87,22505.0,05-14-2020
Wyoming ,688,7.0, ,201,15059.0,05-14-2020
Hawaii ,638,17.0, ,58,38365.0,05-14-2020
Montana ,462,16.0, ,15,24549.0,05-14-2020
Alaska ,383,10.0, ,39,30649.0,05-14-2020
Guam ,152,5.0, ,16,605.0,05-14-2020
Grand Princess Ship ,103,3.0, ,100,,05-14-2020
United States Virgin Islands ,69,6.0, ,2,1242.0,05-14-2020
Northern Mariana Islands ,19,2.0, ,5,3040.0,05-14-2020
New York ,358099,28134.0, ,268568,1408209.0,05-17-2020
New Jersey ,146389,10260.0, ,132772,475769.0,05-17-2020
Illinois ,92457,4129.0, ,86160,561649.0,05-17-2020
Massachusetts ,84933,5705.0, ,51416,448089.0,05-17-2020
California ,78859,3208.0, ,62600,1188878.0,05-17-2020
Pennsylvania ,65307,4489.0, ,54269,339528.0,05-17-2020
Michigan ,50504,4880.0, ,17390,411506.0,05-17-2020
Texas ,47672,1340.0, ,19462,680913.0,05-17-2020
Florida ,45588,1973.0,8 ,35977,1073278.0,05-17-2020
Maryland ,38804,1992.0,35 ,34006,190175.0,05-17-2020
Georgia ,37701,1606.0,8 ,35755,351175.0,05-17-2020
Connecticut ,37419,3408.0,69 ,27747,170607.0,05-17-2020
Louisiana ,34432,2491.0,12 ,9333,265170.0,05-17-2020
Virginia ,30388,1009.0,7 ,25386,210825.0,05-17-2020
Indiana ,27778,1751.0,10 ,24158,177243.0,05-17-2020
Ohio ,27478,1614.0, ,21696,254914.0,05-17-2020
Colorado ,21633,1192.0, ,18950,123422.0,05-17-2020
Washington ,19211,1015.0, ,13426,288495.0,05-17-2020
North Carolina ,18610,684.0,8 ,8811,248944.0,05-17-2020
Tennessee ,17288,295.0, ,7464,320201.0,05-17-2020
Minnesota ,15668,722.0,13 ,4049,150605.0,05-17-2020
Iowa ,14651,351.0,5 ,7146,100241.0,05-17-2020
Arizona ,13937,680.0,1 ,13187,203006.0,05-17-2020
Rhode Island ,12674,499.0,10 ,11289,112550.0,05-17-2020
Wisconsin ,12187,453.0, ,5541,146393.0,05-17-2020
Veteran Affairs ,12040,1005.0,5 ,1984,143876.0,05-17-2020
Alabama ,11742,485.0, ,11237,156350.0,05-17-2020
Mississippi ,11296,521.0,11 ,4507,113126.0,05-17-2020
Missouri ,10832,596.0, ,7429,139340.0,05-17-2020
Nebraska ,10220,123.0, ,10075,65774.0,05-17-2020
South Carolina ,8661,380.0, ,2238,120331.0,05-17-2020
US Military ,8374,27.0, ,4397,,05-17-2020
Kansas ,7941,195.0,1 ,5269,61592.0,05-17-2020
Kentucky ,7688,334.0, ,4586,129405.0,05-17-2020
Delaware ,7670,290.0,4 ,3902,40865.0,05-17-2020
District Of Columbia ,7123,383.0,8 ,5717,36526.0,05-17-2020
Utah ,7068,78.0, ,3272,166774.0,05-17-2020
Nevada ,6857,349.0, ,1469,95954.0,05-17-2020
New Mexico ,5847,259.0, ,3849,128574.0,05-17-2020
Oklahoma ,5310,288.0, ,1077,123399.0,05-17-2020
Arkansas ,4578,98.0, ,1008,83232.0,05-17-2020
South Dakota ,3959,44.0, ,1242,28176.0,05-17-2020
Navajo Nation ,3912,140.0, ,3772,19441.0,05-17-2020
Federal Prisons ,3629,55.0, ,1413,,05-17-2020
Oregon ,3612,137.0, ,2069,92121.0,05-17-2020
New Hampshire ,3556,171.0, ,2127,53405.0,05-17-2020
Puerto Rico ,2646,123.0,1 ,1777,13022.0,05-17-2020
Idaho ,2419,73.0, ,967,35688.0,05-17-2020
North Dakota  ,1900,43.0,1 ,679,55221.0,05-17-2020
Maine ,1687,70.0, ,605,33035.0,05-17-2020
West Virginia ,1492,65.0,1 ,538,75404.0,05-17-2020
Vermont ,940,54.0,1 ,76,23205.0,05-17-2020
Wyoming ,741,7.0, ,236,16394.0,05-17-2020
Hawaii ,639,17.0, ,50,41788.0,05-17-2020
Montana ,468,16.0, ,21,26885.0,05-17-2020
Alaska ,392,10.0, ,39,33281.0,05-17-2020
Guam ,154,5.0, ,18,605.0,05-17-2020
Grand Princess Ship ,103,3.0, ,100,,05-17-2020
United States Virgin Islands ,69,6.0, ,2,1278.0,05-17-2020
Northern Mariana Islands ,21,2.0, ,7,3325.0,05-17-2020
New York ,359883,28328.0,3 ,269874,1439557.0,05-18-2020
New Jersey ,148197,10366.0, ,131076,524516.0,05-18-2020
Illinois ,94191,4177.0, ,87846,581944.0,05-18-2020
Massachusetts ,86010,5797.0, ,52401,460826.0,05-18-2020
California ,80299,3289.0, ,63904,1243242.0,05-18-2020
Pennsylvania ,65908,4590.0,87 ,54598,344673.0,05-18-2020
Michigan ,51142,4891.0, ,18017,411506.0,05-18-2020
Texas ,48677,1360.0, ,19747,693276.0,05-18-2020
Florida ,46442,1997.0,24 ,36807,677710.0,05-18-2020
Maryland ,39762,2023.0,31 ,34933,201506.0,05-18-2020
Georgia ,38081,1642.0,33 ,36099,364289.0,05-18-2020
Connecticut ,37419,3408.0, ,27747,170607.0,05-18-2020
Louisiana ,34709,2563.0,72 ,9538,265170.0,05-18-2020
Virginia ,31140,1014.0,5 ,26019,210825.0,05-18-2020
Indiana ,28255,1765.0,14 ,24621,183912.0,05-18-2020
Ohio ,27929,1628.0, ,22133,264462.0,05-18-2020
Colorado ,21938,1215.0, ,19232,126330.0,05-18-2020
Washington ,19283,1016.0, ,13394,288507.0,05-18-2020
North Carolina ,19123,691.0,7 ,9317,255755.0,05-18-2020
Tennessee ,17388,298.0, ,7438,325280.0,05-18-2020
Minnesota ,16372,731.0, ,4744,156606.0,05-18-2020
Iowa ,14955,355.0,4 ,7276,103148.0,05-18-2020
Arizona ,14170,686.0,6 ,13414,212784.0,05-18-2020
Rhode Island ,12795,506.0,7 ,11403,115384.0,05-18-2020
Wisconsin ,12543,453.0, ,5317,152217.0,05-18-2020
Veteran Affairs ,12246,1012.0,7 ,2183,143876.0,05-18-2020
Alabama ,12052,488.0, ,11544,156350.0,05-18-2020
Mississippi ,11432,528.0,7 ,4636,113126.0,05-18-2020
Missouri ,11057,604.0, ,7646,157044.0,05-18-2020
Nebraska ,10348,123.0, ,9876,67649.0,05-18-2020
South Carolina ,8816,385.0, ,2388,127802.0,05-18-2020
US Military ,8636,28.0,1 ,4266,,05-18-2020
Kansas ,7972,196.0,1 ,5172,61592.0,05-18-2020
Delaware ,7869,297.0,7 ,4027,42458.0,05-18-2020
Kentucky ,7688,334.0, ,4586,129685.0,05-18-2020
District Of Columbia ,7270,392.0,9 ,5850,37825.0,05-18-2020
Utah ,7238,80.0, ,3440,170752.0,05-18-2020
Nevada ,6906,350.0, ,1517,97094.0,05-18-2020
New Mexico ,5938,265.0, ,3934,133253.0,05-18-2020
Oklahoma ,5398,288.0, ,1165,123472.0,05-18-2020
Arkansas ,4759,98.0, ,1071,85185.0,05-18-2020
South Dakota ,4027,44.0, ,1199,29045.0,05-18-2020
Navajo Nation ,3912,140.0, ,3772,19441.0,05-18-2020
Federal Prisons ,3629,56.0, ,1291,,05-18-2020
Oregon ,3623,137.0, ,2080,94356.0,05-18-2020
New Hampshire ,3596,172.0, ,2156,53405.0,05-18-2020
Puerto Rico ,2710,124.0,1 ,1840,13022.0,05-18-2020
Idaho ,2419,73.0, ,967,36672.0,05-18-2020
North Dakota ,1931,44.0,1 ,668,56561.0,05-18-2020
Maine ,1713,71.0,1 ,589,33035.0,05-18-2020
West Virginia ,1491,67.0, ,505,76035.0,05-18-2020
Vermont ,940,54.0, ,76,23205.0,05-18-2020
Wyoming ,754,8.0, ,248,16394.0,05-18-2020
Hawaii ,640,17.0, ,50,41788.0,05-18-2020
Montana ,470,16.0, ,20,28167.0,05-18-2020
Alaska ,396,10.0, ,42,34651.0,05-18-2020
Guam ,154,5.0, ,18,605.0,05-18-2020
Grand Princess Ship ,103,3.0, ,100,,05-18-2020
United States Virgin Islands ,69,6.0, ,2,1278.0,05-18-2020
Northern Mariana Islands ,21,2.0, ,7,3325.0,05-18-2020
New York ,361266,28480.0, ,270595,1442077.0,05-19-2020
New Jersey ,150087,10448.0, ,132778,525537.0,05-19-2020
Illinois ,96485,4234.0, ,90083,603241.0,05-19-2020
Massachusetts ,87052,5862.0, ,53378,469199.0,05-19-2020
California ,81903,3321.0, ,63835,1370949.0,05-19-2020
Pennsylvania ,67155,4791.0,123 ,55615,361053.0,05-19-2020
Michigan ,51915,4915.0, ,18766,424998.0,05-19-2020
Texas ,49684,1369.0, ,20307,735621.0,05-19-2020
Florida ,46944,2052.0,55 ,37254,717162.0,05-19-2020
Maryland ,41546,2081.0,58 ,36659,208568.0,05-19-2020
Georgia ,38624,1649.0, ,36635,378156.0,05-19-2020
Connecticut ,38116,3449.0, ,28403,177679.0,05-19-2020
Louisiana ,35038,2563.0, ,6226,278073.0,05-19-2020
Virginia ,32145,1041.0,27 ,26833,224991.0,05-19-2020
Indiana ,28705,1824.0,59  ,25012,189330.0,05-19-2020
Ohio ,28485,1660.0, ,21957,271849.0,05-19-2020
Colorado ,22202,1224.0, ,19487,129159.0,05-19-2020
Washington ,19510,1019.0, ,13483,289717.0,05-19-2020
North Carolina ,19208,693.0, ,6878,255755.0,05-19-2020
Tennessee ,18011,301.0, ,7824,337428.0,05-19-2020
Minnesota ,17029,757.0,17 ,4732,161835.0,05-19-2020
Iowa ,15296,367.0,3 ,7082,107196.0,05-19-2020
Arizona ,14566,704.0,18 ,13792,220612.0,05-19-2020
Rhode Island ,12951,532.0,26 ,11533,117246.0,05-19-2020
Wisconsin ,12687,459.0, ,5455,157189.0,05-19-2020
Veteran Affairs ,12469,1066.0,51 ,2193,143876.0,05-19-2020
Alabama ,12333,496.0,7 ,11817,157566.0,05-19-2020
Mississippi ,11704,554.0,26 ,4882,117760.0,05-19-2020
Missouri  ,11203,612.0, ,7784,157044.0,05-19-2020
Nebraska ,10625,125.0, ,10151,70147.0,05-19-2020
South Carolina ,8942,391.0, ,2508,131559.0,05-19-2020
US Military ,8697,28.0, ,4327,,05-19-2020
 Kansas ,8340,199.0,1 ,5537,66990.0,05-19-2020
Kentucky ,7935,346.0, ,4804,145238.0,05-19-2020
Delaware ,7869,297.0, ,4027,42458.0,05-19-2020
District Of Columbia ,7434,400.0,8 ,5994,39374.0,05-19-2020
Utah ,7384,80.0, ,3121,174022.0,05-19-2020
Nevada ,7046,365.0,7 ,1642,103703.0,05-19-2020
New Mexico ,6096,270.0, ,4087,137620.0,05-19-2020
Oklahoma ,5489,294.0,6 ,1060,123560.0,05-19-2020
 Arkansas ,4813,100.0, ,1068,87614.0,05-19-2020
Navajo Nation ,4071,142.0,2 ,3929,19441.0,05-19-2020
South Dakota ,4027,44.0, ,1199,29045.0,05-19-2020
Oregon ,3687,138.0, ,2143,97315.0,05-19-2020
New Hampshire ,3652,172.0, ,2211,53405.0,05-19-2020
Federal Prisons ,3629,57.0, ,1226,,05-19-2020
Puerto Rico ,2805,124.0, ,1935,13022.0,05-19-2020
Idaho ,2455,74.0, ,1002,37847.0,05-19-2020
North Dakota ,1994,45.0,1 ,680,57731.0,05-19-2020
Maine ,1741,73.0,2 ,580,33035.0,05-19-2020
West Virginia ,1509,68.0, ,522,78301.0,05-19-2020
Vermont ,944,54.0, ,70,24591.0,05-19-2020
Wyoming ,766,10.0, ,252,17661.0,05-19-2020
Hawaii ,640,17.0, ,49,42045.0,05-19-2020
Montana ,471,16.0, ,18,28950.0,05-19-2020
Alaska ,399,10.0, ,44,35611.0,05-19-2020
Guam ,154,5.0, ,18,4841.0,05-19-2020
Grand Princess Ship ,103,3.0, ,100,,05-19-2020
United States Virgin Islands ,69,6.0, ,2,1384.0,05-19-2020
Northern Mariana Islands ,21,2.0, ,6,3817.0,05-19-2020
New York ,362630,28648.0, ,271310,1489521.0,05-20-2020
New Jersey ,151014,10591.0, ,133508,522911.0,05-20-2020
Illinois ,98030,4379.0, ,93540,621684.0,05-20-2020
Massachusetts ,87925,5938.0, ,54175,476940.0,05-20-2020
California ,83864,3425.0, ,65418,1395772.0,05-20-2020
Pennsylvania ,67427,4751.0, ,55913,362379.0,05-20-2020
Michigan ,52350,5017.0, ,19099,438565.0,05-20-2020
Texas ,50758,1402.0, ,20893,773352.0,05-20-2020
Florida ,47471,2096.0,44 ,37737,772669.0,05-20-2020
Maryland ,42323,2123.0,42 ,37394,215330.0,05-20-2020
Georgia ,38889,1684.0,9 ,36865,402940.0,05-20-2020
Connecticut ,38430,3472.0, ,28694,185520.0,05-20-2020
Louisiana ,35316,2581.0, ,6486,285970.0,05-20-2020
Virginia ,32908,1074.0,33 ,27563,235199.0,05-20-2020
Indiana ,29274,1864.0,40 ,25541,195738.0,05-20-2020
Ohio ,28991,1724.0, ,22354,277602.0,05-20-2020
Colorado ,22482,1257.0, ,19734,131837.0,05-20-2020
North Carolina ,19844,719.0, ,7488,265008.0,05-20-2020
Washington ,19720,1031.0,2 ,13529,289940.0,05-20-2020
Tennessee ,18378,305.0, ,7104,346123.0,05-20-2020
Minnesota ,17670,786.0,29 ,4657,167338.0,05-20-2020
Iowa ,15534,383.0,8 ,6940,110211.0,05-20-2020
Arizona ,14897,747.0,43 ,14080,227099.0,05-20-2020
Rhode Island ,13356,538.0,6 ,11932,120528.0,05-20-2020
Wisconsin ,12885,467.0, ,5645,161122.0,05-20-2020
Alabama ,12701,514.0,10 ,12167,157566.0,05-20-2020
Veteran Affairs ,12616,1082.0,16 ,2324,143876.0,05-20-2020
Mississippi ,11967,570.0,16 ,3716,120680.0,05-20-2020
Missouri ,11361,625.0, ,7929,157044.0,05-20-2020
Nebraska ,10846,132.0, ,10365,72333.0,05-20-2020
South Carolina ,9056,399.0, ,2614,135063.0,05-20-2020
US Military ,8764,29.0,1 ,4228,,05-20-2020
Kansas ,8364,200.0,1 ,5395,66990.0,05-20-2020
Kentucky ,8069,366.0, ,4877,145238.0,05-20-2020
Delaware ,8037,304.0, ,4188,42458.0,05-20-2020
District Of Columbia  ,7551,407.0,7 ,6085,40419.0,05-20-2020
Utah ,7518,88.0, ,3247,174022.0,05-20-2020
Nevada ,7166,373.0, ,1754,107666.0,05-20-2020
New Mexico ,6192,276.0, ,4034,142246.0,05-20-2020
Oklahoma ,5532,299.0,5 ,967,123560.0,05-20-2020
Arkansas ,5003,107.0,5 ,1044,96258.0,05-20-2020
South Dakota ,4177,46.0, ,1108,30389.0,05-20-2020
Navajo Nation ,4153,144.0,2 ,4009,19441.0,05-20-2020
Oregon ,3726,140.0, ,2180,99630.0,05-20-2020
New Hampshire ,3721,182.0, ,2264,57505.0,05-20-2020
Federal Prisons ,3629,57.0, ,1226,,05-20-2020
Puerto Rico ,2866,125.0,1 ,1995,13022.0,05-20-2020
Idaho ,2476,77.0, ,1020,37847.0,05-20-2020
North Dakota ,2095,49.0,4 ,744,59200.0,05-20-2020
Maine ,1819,73.0, ,636,33035.0,05-20-2020
West Virginia ,1545,69.0,1 ,526,80641.0,05-20-2020
Vermont ,944,54.0, ,66,25058.0,05-20-2020
Wyoming ,776,10.0, ,238,17661.0,05-20-2020
Hawaii ,641,17.0, ,46,45023.0,05-20-2020
Montana ,478,16.0, ,22,29726.0,05-20-2020
Alaska ,399,10.0, ,41,36380.0,05-20-2020
 Guam ,154,5.0, ,18,4920.0,05-20-2020
Grand Princess Ship ,103,3.0, ,100,,05-20-2020
United States Virgin Islands ,69,6.0, ,2,1384.0,05-20-2020
Northern Mariana Islands ,21,2.0, ,6,3817.0,05-20-2020
New York ,364249,28758.0, ,272484,1555055.0,05-21-2020
New Jersey ,152096,10843.0,96 ,134215,531950.0,05-21-2020
Illinois ,100418,4525.0, ,95782,642713.0,05-21-2020
Massachusetts ,88970,6066.0, ,55092,489953.0,05-21-2020
California ,86227,3512.0, ,66777,1395772.0,05-21-2020
Pennsylvania ,68540,4852.0,30 ,56832,369481.0,05-21-2020
Michigan ,53009,5060.0, ,19715,438565.0,05-21-2020
Texas ,51651,1423.0, ,19852,788734.0,05-21-2020
Florida ,48675,2144.0,48 ,38893,815584.0,05-21-2020
Maryland ,43531,2159.0,36 ,38566,220233.0,05-21-2020
Georgia ,40405,1754.0,57 ,38311,404207.0,05-21-2020
Connecticut ,39208,3582.0,53 ,29362,196447.0,05-21-2020
Louisiana ,35316,2608.0, ,6459,285970.0,05-21-2020
Virginia ,34137,1099.0,25 ,28767,241957.0,05-21-2020
Indiana ,29936,1913.0,49 ,26154,202995.0,05-21-2020
Ohio ,29436,1781.0, ,22741,289528.0,05-21-2020
Colorado ,22797,1299.0, ,20007,135611.0,05-21-2020
North Carolina ,20910,726.0, ,8547,290645.0,05-21-2020
Washington ,19822,1036.0, ,13603,297942.0,05-21-2020
Tennessee ,18532,309.0, ,6440,354031.0,05-21-2020
Minnesota ,18200,818.0,32 ,4894,167338.0,05-21-2020
Iowa ,15956,404.0,11 ,7047,115031.0,05-21-2020
Arizona ,15315,763.0,16 ,14482,237417.0,05-21-2020
Rhode Island ,13571,556.0,18 ,12129,123367.0,05-21-2020
Wisconsin ,13413,481.0, ,5204,167713.0,05-21-2020
Alabama ,13058,528.0,11 ,12510,168120.0,05-21-2020
Veteran Affairs ,12797,1092.0,9 ,2495,143876.0,05-21-2020
Mississippi ,12222,580.0,10 ,3961,120680.0,05-21-2020
Missouri ,11513,644.0, ,7904,161984.0,05-21-2020
Nebraska ,11122,138.0, ,10635,75864.0,05-21-2020
South Carolina ,9175,407.0, ,2725,138238.0,05-21-2020
US Military ,8859,30.0,1 ,4218,,05-21-2020
Kansas ,8542,203.0,1 ,5538,71203.0,05-21-2020
Delaware ,8386,317.0,7 ,3939,47542.0,05-21-2020
Kentucky ,8167,376.0, ,4872,158672.0,05-21-2020
District Of Columbia ,7788,412.0,5 ,6315,41756.0,05-21-2020
Utah ,7710,90.0, ,3437,179664.0,05-21-2020
Nevada ,7255,378.0,5 ,1838,111323.0,05-21-2020
New Mexico ,6317,283.0, ,4049,147344.0,05-21-2020
Oklahoma ,5680,304.0,5 ,1015,144371.0,05-21-2020
Arkansas ,5003,107.0, ,1044,96258.0,05-21-2020
Navajo Nation ,4253,146.0, ,4107,25452.0,05-21-2020
South Dakota ,4250,48.0,2 ,1057,31301.0,05-21-2020
New Hampshire ,3868,190.0, ,2290,57505.0,05-21-2020
Oregon ,3801,144.0, ,2251,102149.0,05-21-2020
Federal Prisons ,3629,58.0, ,1005,,05-21-2020
Puerto Rico ,2913,126.0,1 ,1937,13022.0,05-21-2020
Idaho ,2506,77.0, ,1050,38567.0,05-21-2020
North Dakota ,2229,51.0,2 ,838,61279.0,05-21-2020
Maine ,1877,73.0, ,694,40609.0,05-21-2020
West Virginia ,1593,70.0,1 ,546,81343.0,05-21-2020
Vermont ,950,54.0, ,69,25701.0,05-21-2020
Wyoming ,787,11.0, ,242,18840.0,05-21-2020
Hawaii ,643,17.0, ,48,46304.0,05-21-2020
Montana ,479,16.0, ,23,30524.0,05-21-2020
Alaska ,402,10.0, ,40,37045.0,05-21-2020
Guam ,160,5.0, ,30,4920.0,05-21-2020
Grand Princess Ship ,103,3.0, ,100,,05-21-2020
United States Virgin Islands ,69,6.0, ,2,1384.0,05-21-2020
Northern Mariana Islands ,22,2.0, ,7,3817.0,05-21-2020
New York ,366357,28885.0, ,274341,1600793.0,05-22-2020
New Jersey ,154166,10985.0,133 ,133946,545487.0,05-22-2020
Illinois ,102686,4607.0, ,97968,672020.0,05-22-2020
Massachusetts ,90084,6148.0, ,51387,501486.0,05-22-2020
California ,88664,3623.0,4 ,68860,1451754.0,05-22-2020
Pennsylvania ,69915,5012.0,92 ,57532,390822.0,05-22-2020
Texas ,53626,1487.0,1 ,20303,801833.0,05-22-2020
Michigan ,53510,5129.0, ,20147,471628.0,05-22-2020
Florida ,49451,2190.0,45 ,39623,837172.0,05-22-2020
Maryland ,44424,2207.0,48 ,39411,227902.0,05-22-2020
Georgia ,41218,1785.0,10 ,39093,427249.0,05-22-2020
Connecticut ,39208,3582.0, ,29362,202747.0,05-22-2020
Louisiana ,36925,2668.0,39 ,8008,311808.0,05-22-2020
Virginia ,34950,1136.0,37 ,28851,249940.0,05-22-2020
Indiana ,30409,1941.0,28 ,26599,208561.0,05-22-2020
Ohio ,30212,1840.0, ,23409,309564.0,05-22-2020
Colorado ,23191,1310.0, ,20390,139937.0,05-22-2020
North Carolina ,21780,761.0,16 ,9382,303224.0,05-22-2020
Washington ,20041,1075.0,1 ,13679,298751.0,05-22-2020
Minnesota ,19005,851.0,33 ,5458,180971.0,05-22-2020
Tennessee ,18961,313.0, ,6865,360583.0,05-22-2020
Iowa ,16417,421.0,7 ,7138,119472.0,05-22-2020
Arizona ,15608,775.0,12 ,14763,245486.0,05-22-2020
Wisconsin ,13885,487.0, ,5670,177123.0,05-22-2020
Rhode Island ,13736,579.0,23 ,12073,127139.0,05-22-2020
Alabama ,13476,536.0,7 ,12920,177079.0,05-22-2020
Veteran Affairs ,12979,1110.0,14 ,2659,143876.0,05-22-2020
Mississippi ,12624,596.0,16 ,4347,137973.0,05-22-2020
Missouri ,11698,672.0, ,8061,161984.0,05-22-2020
Nebraska ,11425,143.0, ,10933,78654.0,05-22-2020
South Carolina ,9379,416.0, ,2920,138238.0,05-22-2020
US Military ,8950,32.0,2 ,4207,,05-22-2020
Kansas ,8673,205.0,1 ,5613,71203.0,05-22-2020
Delaware ,8529,322.0,5 ,3911,48986.0,05-22-2020
Kentucky ,8286,386.0, ,4892,166240.0,05-22-2020
District Of Columbia ,7893,418.0,6 ,6406,42993.0,05-22-2020
Utah ,7874,92.0, ,3186,182874.0,05-22-2020
Nevada ,7401,381.0, ,1981,117606.0,05-22-2020
New Mexico ,6472,294.0, ,4137,152767.0,05-22-2020
Oklahoma ,5849,307.0,3 ,1009,149595.0,05-22-2020
Arkansas ,5458,110.0, ,1433,100391.0,05-22-2020
South Dakota ,4356,50.0,2 ,1039,32344.0,05-22-2020
Navajo Nation ,4253,146.0, ,4107,25452.0,05-22-2020
New Hampshire ,3935,199.0, ,1969,62935.0,05-22-2020
Oregon ,3817,145.0, ,2266,105224.0,05-22-2020
Federal Prisons ,3629,59.0, ,411,,05-22-2020
Puerto Rico ,3030,126.0, ,2054,13022.0,05-22-2020
Idaho ,2534,77.0, ,1078,39362.0,05-22-2020
North Dakota ,2317,52.0,1 ,860,62830.0,05-22-2020
Maine ,1948,76.0,3 ,680,40609.0,05-22-2020
West Virginia ,1616,71.0, ,568,84829.0,05-22-2020
Vermont ,952,54.0, ,64,25733.0,05-22-2020
Wyoming ,801,12.0, ,243,18840.0,05-22-2020
Hawaii ,647,17.0, ,51,47149.0,05-22-2020
Montana ,479,16.0, ,22,31857.0,05-22-2020
Alaska ,402,10.0, ,36,39545.0,05-22-2020
Guam ,165,5.0, ,35,4920.0,05-22-2020
Grand Princess Ship ,103,3.0, ,100,,05-22-2020
United States Virgin Islands ,69,6.0, ,2,1384.0,05-22-2020
Northern Mariana Islands ,22,2.0, ,7,3817.0,05-22-2020
New York ,368816,29038.0,29 ,276418,1652061.0,05-23-2020
New Jersey ,154646,11081.0,95 ,132136,578735.0,05-23-2020
Illinois ,105444,4715.0, ,97376,697133.0,05-23-2020
Massachusetts ,90889,6228.0, ,52112,511644.0,05-23-2020
California ,90777,3688.0, ,70079,1470549.0,05-23-2020
Pennsylvania ,70816,5127.0,66 ,26169,398852.0,05-23-2020
Texas ,54616,1512.0, ,20827,835178.0,05-23-2020
Michigan ,53913,5158.0, ,20521,489397.0,05-23-2020
Florida ,50127,2233.0,43 ,40256,858112.0,05-23-2020
Maryland ,45495,2243.0,36 ,40009,232327.0,05-23-2020
Georgia ,42132,1811.0,3 ,39624,453537.0,05-23-2020
Connecticut ,39640,3637.0, ,29739,202747.0,05-23-2020
Louisiana ,37040,2689.0,21 ,8102,314447.0,05-23-2020
Virginia ,35749,1159.0,23 ,29543,258163.0,05-23-2020
Indiana ,30901,1964.0,23 ,26983,208561.0,05-23-2020
Ohio ,30865,1879.0, ,23652,309847.0,05-23-2020
Colorado ,23487,1324.0, ,20672,142667.0,05-23-2020
North Carolina ,22864,778.0,3 ,10449,329582.0,05-23-2020
Washington ,20176,1071.0, ,13752,308358.0,05-23-2020
Minnesota ,19845,861.0,10 ,5499,189493.0,05-23-2020
Tennessee ,19394,315.0, ,6513,368170.0,05-23-2020
Iowa ,16800,444.0,11 ,7168,123266.0,05-23-2020
Arizona ,16039,799.0,24 ,15170,245486.0,05-23-2020
Wisconsin ,14396,496.0, ,5551,187099.0,05-23-2020
Rhode Island ,13952,597.0,18 ,12271,130132.0,05-23-2020
Alabama ,13839,541.0, ,5347,182107.0,05-23-2020
Veteran Affairs ,13196,1116.0,4 ,1869,165357.0,05-23-2020
Mississippi ,13005,616.0,20 ,4708,143033.0,05-23-2020
Missouri ,11852,681.0, ,8206,172946.0,05-23-2020
Nebraska ,11662,147.0, ,11166,80475.0,05-23-2020
South Carolina ,9638,419.0, ,3176,154746.0,05-23-2020
Kansas ,9024,207.0, ,5962,76434.0,05-23-2020
US Military ,8950,32.0, ,4207,,05-23-2020
Delaware ,8690,324.0,2 ,4070,48986.0,05-23-2020
Kentucky ,8426,391.0, ,4966,171338.0,05-23-2020
Utah ,8057,93.0, ,3368,186834.0,05-23-2020
District Of Columbia ,7966,427.0,9 ,6470,51991.0,05-23-2020
Nevada ,7696,387.0, ,2270,125394.0,05-23-2020
New Mexico ,6625,302.0, ,4174,158383.0,05-23-2020
Oklahoma ,5960,311.0,4 ,1116,160903.0,05-23-2020
Arkansas ,5612,113.0, ,1470,103047.0,05-23-2020
South Dakota ,4468,50.0, ,1151,32344.0,05-23-2020
Navajo Nation ,4434,147.0, ,4287,26045.0,05-23-2020
New Hampshire ,4014,204.0, ,1728,66376.0,05-23-2020
Oregon ,3864,147.0, ,1823,107839.0,05-23-2020
Federal Prisons ,3629,59.0, ,129,,05-23-2020
Puerto Rico ,3100,127.0,1 ,2123,13022.0,05-23-2020
Idaho ,2595,79.0, ,1137,39595.0,05-23-2020
North Dakota ,2365,52.0, ,862,64148.0,05-23-2020
Maine ,2013,77.0,1 ,744,40609.0,05-23-2020
West Virginia ,1717,72.0, ,535,84829.0,05-23-2020
Vermont ,954,54.0, ,63,27424.0,05-23-2020
Wyoming ,803,12.0, ,240,19424.0,05-23-2020
Hawaii ,642,17.0, ,40,47985.0,05-23-2020
Montana ,479,16.0, ,22,32652.0,05-23-2020
Alaska ,404,10.0, ,38,41446.0,05-23-2020
Guam ,165,5.0, ,35,4920.0,05-23-2020
Grand Princess Ship ,103,3.0, ,100,,05-23-2020
United States Virgin Islands ,69,6.0, ,2,1457.0,05-23-2020
Northern Mariana Islands ,22,2.0, ,7,4089.0,05-23-2020
New York ,369656,29112.0, ,276464,1699826.0,05-24-2020
New Jersey ,154828,11092.0,9 ,132307,578735.0,05-24-2020
Illinois ,107796,4790.0, ,99653,722247.0,05-24-2020
California ,92672,3759.0, ,71773,1517413.0,05-24-2020
Massachusetts ,91662,6304.0, ,52809,520986.0,05-24-2020
Pennsylvania ,71608,5164.0,21 ,25816,410112.0,05-24-2020
Texas ,55485,1527.0, ,21491,870935.0,05-24-2020
Michigan ,54365,5223.0, ,15974,512891.0,05-24-2020
Florida ,50867,2237.0,4 ,40992,872916.0,05-24-2020
Maryland ,46313,2277.0,34 ,40753,240362.0,05-24-2020
